season,season_type,game_date,game_id,event_num,period,clock,team_away,team_home,player1_name,player2_name,description,event_video_link,event_video_link_with_title
2018-19,Regular Season,2018-11-28,0021800313,282,2,02:59,CLE,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 42-42] Adams Cutting Dunk Shot: Made (6 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=282&GameID=0021800313&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=282&GameID=0021800313&Season=2018-19&flag=1&title=%5BOKC%2042-42%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2018-12-05,0021800358,24,1,10:00,OKC,BKN,203500 Steven Adams,201566 Russell Westbrook,[OKC 8-5] Adams Cutting Dunk Shot: Made (2 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=24&GameID=0021800358&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=24&GameID=0021800358&Season=2018-19&flag=1&title=%5BOKC%208-5%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2018-12-07,0021800373,62,1,07:55,OKC,CHI,203500 Steven Adams,201566 Russell Westbrook,[OKC 12-11] Adams Dunk Shot: Made (12 PTS) Assist: Westbrook (3 AST),https://www.nba.com/stats/events?GameEventID=62&GameID=0021800373&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=62&GameID=0021800373&Season=2018-19&flag=1&title=%5BOKC%2012-11%5D%20Adams%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%283%20AST%29
2018-19,Regular Season,2018-12-07,0021800373,317,2,02:40,OKC,CHI,203500 Steven Adams,201566 Russell Westbrook,[OKC 55-63] Adams Alley Oop Dunk Shot: Made (17 PTS) Assist: Westbrook (8 AST),https://www.nba.com/stats/events?GameEventID=317&GameID=0021800373&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=317&GameID=0021800373&Season=2018-19&flag=1&title=%5BOKC%2055-63%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2817%20PTS%29%20Assist%3A%20Westbrook%20%288%20AST%29
2018-19,Regular Season,2018-12-10,0021800396,518,3,01:34,UTA,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 97-71] Adams Cutting Dunk Shot: Made (21 PTS) Assist: Westbrook (9 AST),https://www.nba.com/stats/events?GameEventID=518&GameID=0021800396&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=518&GameID=0021800396&Season=2018-19&flag=1&title=%5BOKC%2097-71%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2821%20PTS%29%20Assist%3A%20Westbrook%20%289%20AST%29
2018-19,Regular Season,2018-12-12,0021800411,267,2,05:57,OKC,NOP,203500 Steven Adams,201566 Russell Westbrook,[OKC 42-41] Adams Cutting Dunk Shot: Made (10 PTS) Assist: Westbrook (4 AST),https://www.nba.com/stats/events?GameEventID=267&GameID=0021800411&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=267&GameID=0021800411&Season=2018-19&flag=1&title=%5BOKC%2042-41%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2810%20PTS%29%20Assist%3A%20Westbrook%20%284%20AST%29
2018-19,Regular Season,2018-12-14,0021800426,13,1,11:25,OKC,DEN,203500 Steven Adams,201566 Russell Westbrook,[OKC 2-2] Adams Cutting Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=13&GameID=0021800426&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=13&GameID=0021800426&Season=2018-19&flag=1&title=%5BOKC%202-2%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2018-19,Regular Season,2018-12-15,0021800434,363,3,10:27,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 65-52] Adams Alley Oop Dunk Shot: Made (11 PTS) Assist: Westbrook (8 AST),https://www.nba.com/stats/events?GameEventID=363&GameID=0021800434&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=363&GameID=0021800434&Season=2018-19&flag=1&title=%5BOKC%2065-52%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2811%20PTS%29%20Assist%3A%20Westbrook%20%288%20AST%29
2018-19,Regular Season,2018-12-17,0021800447,415,3,06:52,CHI,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 76-54] Adams Cutting Dunk Shot: Made (15 PTS) Assist: Westbrook (8 AST),https://www.nba.com/stats/events?GameEventID=415&GameID=0021800447&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=415&GameID=0021800447&Season=2018-19&flag=1&title=%5BOKC%2076-54%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2815%20PTS%29%20Assist%3A%20Westbrook%20%288%20AST%29
2018-19,Regular Season,2018-12-17,0021800447,432,3,06:01,CHI,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 78-57] Adams Cutting Dunk Shot: Made (17 PTS) Assist: Westbrook (9 AST),https://www.nba.com/stats/events?GameEventID=432&GameID=0021800447&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=432&GameID=0021800447&Season=2018-19&flag=1&title=%5BOKC%2078-57%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2817%20PTS%29%20Assist%3A%20Westbrook%20%289%20AST%29
2018-19,Regular Season,2018-12-19,0021800466,334,2,02:37,OKC,SAC,203500 Steven Adams,201566 Russell Westbrook,[OKC 65-47] Adams Alley Oop Dunk Shot: Made (12 PTS) Assist: Westbrook (4 AST),https://www.nba.com/stats/events?GameEventID=334&GameID=0021800466&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=334&GameID=0021800466&Season=2018-19&flag=1&title=%5BOKC%2065-47%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%284%20AST%29
2018-19,Regular Season,2018-12-19,0021800466,421,3,08:07,OKC,SAC,203500 Steven Adams,201566 Russell Westbrook,[OKC 82-59] Adams Cutting Dunk Shot: Made (18 PTS) Assist: Westbrook (7 AST),https://www.nba.com/stats/events?GameEventID=421&GameID=0021800466&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=421&GameID=0021800466&Season=2018-19&flag=1&title=%5BOKC%2082-59%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2818%20PTS%29%20Assist%3A%20Westbrook%20%287%20AST%29
2018-19,Regular Season,2018-12-19,0021800466,650,4,06:03,OKC,SAC,203500 Steven Adams,201566 Russell Westbrook,[OKC 119-99] Adams Alley Oop Dunk Shot: Made (20 PTS) Assist: Westbrook (12 AST),https://www.nba.com/stats/events?GameEventID=650&GameID=0021800466&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=650&GameID=0021800466&Season=2018-19&flag=1&title=%5BOKC%20119-99%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2820%20PTS%29%20Assist%3A%20Westbrook%20%2812%20AST%29
2018-19,Regular Season,2018-12-23,0021800493,381,3,07:39,MIN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 74-62] Adams Cutting Dunk Shot: Made (10 PTS) Assist: Westbrook (7 AST),https://www.nba.com/stats/events?GameEventID=381&GameID=0021800493&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=381&GameID=0021800493&Season=2018-19&flag=1&title=%5BOKC%2074-62%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2810%20PTS%29%20Assist%3A%20Westbrook%20%287%20AST%29
2018-19,Regular Season,2018-12-28,0021800525,64,1,06:49,OKC,PHX,203500 Steven Adams,201566 Russell Westbrook,[OKC 14-14] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=64&GameID=0021800525&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=64&GameID=0021800525&Season=2018-19&flag=1&title=%5BOKC%2014-14%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-01-02,0021800562,316,2,04:29,OKC,LAL,203500 Steven Adams,201566 Russell Westbrook,[OKC 45-44] Adams Dunk Shot: Made (11 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=316&GameID=0021800562&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=316&GameID=0021800562&Season=2018-19&flag=1&title=%5BOKC%2045-44%5D%20Adams%20Dunk%20Shot%3A%20Made%20%2811%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2019-01-04,0021800575,589,4,04:39,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,[OKC 105-97] Adams Cutting Dunk Shot: Made (6 PTS) Assist: Westbrook (7 AST),https://www.nba.com/stats/events?GameEventID=589&GameID=0021800575&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=589&GameID=0021800575&Season=2018-19&flag=1&title=%5BOKC%20105-97%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%287%20AST%29
2018-19,Regular Season,2019-01-06,0021800588,7,1,11:43,WAS,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 2-0] Adams Cutting Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=7&GameID=0021800588&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=7&GameID=0021800588&Season=2018-19&flag=1&title=%5BOKC%202-0%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2018-19,Regular Season,2019-01-06,0021800588,11,1,11:18,WAS,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 4-0] Adams Alley Oop Dunk Shot: Made (4 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=11&GameID=0021800588&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=11&GameID=0021800588&Season=2018-19&flag=1&title=%5BOKC%204-0%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-01-08,0021800603,399,3,07:36,MIN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 73-72] Adams Cutting Dunk Shot: Made (15 PTS) Assist: Westbrook (10 AST),https://www.nba.com/stats/events?GameEventID=399&GameID=0021800603&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=399&GameID=0021800603&Season=2018-19&flag=1&title=%5BOKC%2073-72%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2815%20PTS%29%20Assist%3A%20Westbrook%20%2810%20AST%29
2018-19,Regular Season,2019-01-08,0021800603,612,4,05:50,MIN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 101-106] Adams Cutting Dunk Shot: Made (17 PTS) Assist: Westbrook (14 AST),https://www.nba.com/stats/events?GameEventID=612&GameID=0021800603&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=612&GameID=0021800603&Season=2018-19&flag=1&title=%5BOKC%20101-106%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2817%20PTS%29%20Assist%3A%20Westbrook%20%2814%20AST%29
2018-19,Regular Season,2019-01-08,0021800603,628,4,04:51,MIN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 105-106] Adams Cutting Dunk Shot: Made (19 PTS) Assist: Westbrook (15 AST),https://www.nba.com/stats/events?GameEventID=628&GameID=0021800603&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=628&GameID=0021800603&Season=2018-19&flag=1&title=%5BOKC%20105-106%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2819%20PTS%29%20Assist%3A%20Westbrook%20%2815%20AST%29
2018-19,Regular Season,2019-01-10,0021800619,540,4,09:08,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,[OKC 104-110] Adams Cutting Dunk Shot: Made (12 PTS) Assist: Westbrook (14 AST),https://www.nba.com/stats/events?GameEventID=540&GameID=0021800619&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=540&GameID=0021800619&Season=2018-19&flag=1&title=%5BOKC%20104-110%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%2814%20AST%29
2018-19,Regular Season,2019-01-10,0021800619,715,5,00:25.5,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,[OKC 141-141] Adams Dunk Shot: Made (18 PTS) Assist: Westbrook (24 AST),https://www.nba.com/stats/events?GameEventID=715&GameID=0021800619&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=715&GameID=0021800619&Season=2018-19&flag=1&title=%5BOKC%20141-141%5D%20Adams%20Dunk%20Shot%3A%20Made%20%2818%20PTS%29%20Assist%3A%20Westbrook%20%2824%20AST%29
2018-19,Regular Season,2019-01-15,0021800653,85,1,05:54,OKC,ATL,203500 Steven Adams,201566 Russell Westbrook,[OKC 15-13] Adams Alley Oop Dunk Shot: Made (6 PTS) Assist: Westbrook (3 AST),https://www.nba.com/stats/events?GameEventID=85&GameID=0021800653&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=85&GameID=0021800653&Season=2018-19&flag=1&title=%5BOKC%2015-13%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%283%20AST%29
2018-19,Regular Season,2019-01-17,0021800670,28,1,09:59,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 8-4] Adams Running Alley Oop Dunk Shot: Made (6 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=28&GameID=0021800670&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=28&GameID=0021800670&Season=2018-19&flag=1&title=%5BOKC%208-4%5D%20Adams%20Running%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-01-24,0021800717,54,1,07:26,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 18-12] Adams Alley Oop Dunk Shot: Made (4 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=54&GameID=0021800717&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=54&GameID=0021800717&Season=2018-19&flag=1&title=%5BOKC%2018-12%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2019-01-24,0021800717,255,2,05:58,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 44-41] Adams Alley Oop Dunk Shot: Made (12 PTS) Assist: Westbrook (7 AST),https://www.nba.com/stats/events?GameEventID=255&GameID=0021800717&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=255&GameID=0021800717&Season=2018-19&flag=1&title=%5BOKC%2044-41%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%287%20AST%29
2018-19,Regular Season,2019-01-24,0021800717,293,2,03:06,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 57-45] Adams Running Dunk Shot: Made (14 PTS) Assist: Westbrook (9 AST),https://www.nba.com/stats/events?GameEventID=293&GameID=0021800717&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=293&GameID=0021800717&Season=2018-19&flag=1&title=%5BOKC%2057-45%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%2814%20PTS%29%20Assist%3A%20Westbrook%20%289%20AST%29
2018-19,Regular Season,2019-01-24,0021800717,306,2,01:58,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 61-47] Adams Cutting Dunk Shot: Made (18 PTS) Assist: Westbrook (10 AST),https://www.nba.com/stats/events?GameEventID=306&GameID=0021800717&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=306&GameID=0021800717&Season=2018-19&flag=1&title=%5BOKC%2061-47%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2818%20PTS%29%20Assist%3A%20Westbrook%20%2810%20AST%29
2018-19,Regular Season,2019-02-01,0021800772,8,1,11:37,OKC,MIA,203500 Steven Adams,201566 Russell Westbrook,[OKC 2-0] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=8&GameID=0021800772&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=8&GameID=0021800772&Season=2018-19&flag=1&title=%5BOKC%202-0%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2018-19,Regular Season,2019-02-03,0021800788,354,3,07:53,OKC,BOS,203500 Steven Adams,201566 Russell Westbrook,[OKC 76-73] Adams Alley Oop Dunk Shot: Made (13 PTS) Assist: Westbrook (11 AST),https://www.nba.com/stats/events?GameEventID=354&GameID=0021800788&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=354&GameID=0021800788&Season=2018-19&flag=1&title=%5BOKC%2076-73%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2813%20PTS%29%20Assist%3A%20Westbrook%20%2811%20AST%29
2018-19,Regular Season,2019-02-05,0021800802,492,3,02:34,ORL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 92-89] Adams Running Dunk Shot: Made (10 PTS) Assist: Westbrook (13 AST),https://www.nba.com/stats/events?GameEventID=492&GameID=0021800802&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=492&GameID=0021800802&Season=2018-19&flag=1&title=%5BOKC%2092-89%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%2810%20PTS%29%20Assist%3A%20Westbrook%20%2813%20AST%29
2018-19,Regular Season,2019-02-05,0021800802,651,4,04:16,ORL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 115-108] Adams Alley Oop Dunk Shot: Made (12 PTS) Assist: Westbrook (14 AST),https://www.nba.com/stats/events?GameEventID=651&GameID=0021800802&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=651&GameID=0021800802&Season=2018-19&flag=1&title=%5BOKC%20115-108%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%2814%20AST%29
2018-19,Regular Season,2019-02-14,0021800866,584,4,05:21,OKC,NOP,203500 Steven Adams,201566 Russell Westbrook,[OKC 111-117] Adams Alley Oop Dunk Shot: Made (4 PTS) Assist: Westbrook (11 AST),https://www.nba.com/stats/events?GameEventID=584&GameID=0021800866&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=584&GameID=0021800866&Season=2018-19&flag=1&title=%5BOKC%20111-117%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%2811%20AST%29
2018-19,Regular Season,2019-02-23,0021800890,42,1,08:35,SAC,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 6-9] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=42&GameID=0021800890&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=42&GameID=0021800890&Season=2018-19&flag=1&title=%5BOKC%206-9%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2018-19,Regular Season,2019-03-02,0021800940,383,3,11:09,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,[OKC 65-72] Adams Dunk Shot: Made (11 PTS) Assist: Westbrook (4 AST),https://www.nba.com/stats/events?GameEventID=383&GameID=0021800940&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=383&GameID=0021800940&Season=2018-19&flag=1&title=%5BOKC%2065-72%5D%20Adams%20Dunk%20Shot%3A%20Made%20%2811%20PTS%29%20Assist%3A%20Westbrook%20%284%20AST%29
2018-19,Regular Season,2019-03-08,0021800985,370,2,01:11,OKC,LAC,203500 Steven Adams,201566 Russell Westbrook,[OKC 54-63] Adams Cutting Dunk Shot: Made (4 PTS) Assist: Westbrook (6 AST),https://www.nba.com/stats/events?GameEventID=370&GameID=0021800985&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=370&GameID=0021800985&Season=2018-19&flag=1&title=%5BOKC%2054-63%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%286%20AST%29
2018-19,Regular Season,2019-03-11,0021801005,74,1,05:54,OKC,UTA,203500 Steven Adams,201566 Russell Westbrook,[OKC 11-8] Adams Running Dunk Shot: Made (4 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=74&GameID=0021801005&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=74&GameID=0021801005&Season=2018-19&flag=1&title=%5BOKC%2011-8%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-03-13,0021801017,571,4,06:37,BKN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 92-87] Adams Alley Oop Dunk Shot: Made (7 PTS) Assist: Westbrook (8 AST),https://www.nba.com/stats/events?GameEventID=571&GameID=0021801017&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=571&GameID=0021801017&Season=2018-19&flag=1&title=%5BOKC%2092-87%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%287%20PTS%29%20Assist%3A%20Westbrook%20%288%20AST%29
2018-19,Regular Season,2019-03-13,0021801017,630,4,01:36,BKN,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 108-96] Adams Alley Oop Dunk Shot: Made (13 PTS) Assist: Westbrook (11 AST),https://www.nba.com/stats/events?GameEventID=630&GameID=0021801017&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=630&GameID=0021801017&Season=2018-19&flag=1&title=%5BOKC%20108-96%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2813%20PTS%29%20Assist%3A%20Westbrook%20%2811%20AST%29
2018-19,Regular Season,2019-03-14,0021801020,314,2,01:26,OKC,IND,203500 Steven Adams,201566 Russell Westbrook,[OKC 59-45] Adams Alley Oop Dunk Shot: Made (9 PTS) Assist: Westbrook (6 AST),https://www.nba.com/stats/events?GameEventID=314&GameID=0021801020&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=314&GameID=0021801020&Season=2018-19&flag=1&title=%5BOKC%2059-45%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%289%20PTS%29%20Assist%3A%20Westbrook%20%286%20AST%29
2018-19,Regular Season,2019-03-27,0021801119,34,1,08:50,IND,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 9-7] Adams Cutting Dunk Shot: Made (6 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=34&GameID=0021801119&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=34&GameID=0021801119&Season=2018-19&flag=1&title=%5BOKC%209-7%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-03-27,0021801119,299,2,01:44,IND,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 45-49] Adams Running Dunk Shot: Made (14 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=299&GameID=0021801119&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=299&GameID=0021801119&Season=2018-19&flag=1&title=%5BOKC%2045-49%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%2814%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2019-03-27,0021801119,593,4,03:09,IND,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 97-85] Adams Alley Oop Dunk Shot: Made (24 PTS) Assist: Westbrook (11 AST),https://www.nba.com/stats/events?GameEventID=593&GameID=0021801119&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=593&GameID=0021801119&Season=2018-19&flag=1&title=%5BOKC%2097-85%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2824%20PTS%29%20Assist%3A%20Westbrook%20%2811%20AST%29
2018-19,Regular Season,2019-03-31,0021801146,268,2,03:48,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 45-56] Adams Dunk Shot: Made (8 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=268&GameID=0021801146&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=268&GameID=0021801146&Season=2018-19&flag=1&title=%5BOKC%2045-56%5D%20Adams%20Dunk%20Shot%3A%20Made%20%288%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Regular Season,2019-03-31,0021801146,303,2,00:45.7,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 56-58] Adams Cutting Dunk Shot: Made (12 PTS) Assist: Westbrook (4 AST),https://www.nba.com/stats/events?GameEventID=303&GameID=0021801146&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=303&GameID=0021801146&Season=2018-19&flag=1&title=%5BOKC%2056-58%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%284%20AST%29
2018-19,Regular Season,2019-03-31,0021801146,364,3,08:59,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 60-62] Adams Alley Oop Dunk Shot: Made (14 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=364&GameID=0021801146&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=364&GameID=0021801146&Season=2018-19&flag=1&title=%5BOKC%2060-62%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2814%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2019-04-02,0021801161,41,1,08:24,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 13-6] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (4 AST),https://www.nba.com/stats/events?GameEventID=41&GameID=0021801161&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=41&GameID=0021801161&Season=2018-19&flag=1&title=%5BOKC%2013-6%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%284%20AST%29
