season,season_type,game_date,game_id,event_num,period,clock,team_away,team_home,player1_name,player2_name,description,event_video_link,event_video_link_with_title
2013-14,Regular Season,2013-11-14,0021300124,225,2,01:35,OKC,GSW,203500 Steven Adams,201566 Russell Westbrook,Adams 2' Slam Dunk (2 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=225&GameID=0021300124&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=225&GameID=0021300124&Season=2013-14&flag=1&title=Adams%202%27%20Slam%20Dunk%20%282%20PTS%29%20%28Westbrook%204%20AST%29
2013-14,Regular Season,2014-02-28,0021300868,209,2,06:38,MEM,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams 1' Dunk (5 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=209&GameID=0021300868&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=209&GameID=0021300868&Season=2013-14&flag=1&title=Adams%201%27%20Dunk%20%285%20PTS%29%20%28Westbrook%203%20AST%29
2013-14,Playoffs,2014-05-03,0041300157,129,1,00:34,MEM,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=129&GameID=0041300157&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=129&GameID=0041300157&Season=2013-14&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%204%20AST%29
2013-14,Playoffs,2014-05-07,0041300232,145,2,09:50,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=145&GameID=0041300232&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=145&GameID=0041300232&Season=2013-14&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%204%20AST%29
2013-14,Playoffs,2014-05-13,0041300235,300,2,00:07,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams 1' Dunk (7 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=300&GameID=0041300235&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=300&GameID=0041300235&Season=2013-14&flag=1&title=Adams%201%27%20Dunk%20%287%20PTS%29%20%28Westbrook%203%20AST%29
2013-14,Playoffs,2014-05-13,0041300235,398,3,02:34,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams 1' Dunk (9 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=398&GameID=0041300235&Season=2013-14&flag=1,https://www.nba.com/stats/events?GameEventID=398&GameID=0041300235&Season=2013-14&flag=1&title=Adams%201%27%20Dunk%20%289%20PTS%29%20%28Westbrook%204%20AST%29
2014-15,Regular Season,2014-11-28,0021400229,2,1,11:44,NYK,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=2&GameID=0021400229&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=2&GameID=0021400229&Season=2014-15&flag=1&title=Adams%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2014-15,Regular Season,2014-11-28,0021400229,241,2,03:22,NYK,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (4 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=241&GameID=0021400229&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=241&GameID=0021400229&Season=2014-15&flag=1&title=Adams%20Dunk%20%284%20PTS%29%20%28Westbrook%207%20AST%29
2014-15,Regular Season,2014-12-05,0021400277,4,1,11:17,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,Adams  Slam Dunk (2 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=4&GameID=0021400277&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=4&GameID=0021400277&Season=2014-15&flag=1&title=Adams%20%20Slam%20Dunk%20%282%20PTS%29%20%28Westbrook%202%20AST%29
2014-15,Regular Season,2014-12-05,0021400277,33,1,07:21,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=33&GameID=0021400277&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=33&GameID=0021400277&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%204%20AST%29
2014-15,Regular Season,2014-12-07,0021400297,327,3,06:49,OKC,DET,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (3 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=327&GameID=0021400297&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=327&GameID=0021400297&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%283%20PTS%29%20%28Westbrook%205%20AST%29
2014-15,Regular Season,2014-12-09,0021400312,281,3,11:35,MIL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=281&GameID=0021400312&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=281&GameID=0021400312&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%203%20AST%29
2014-15,Regular Season,2014-12-21,0021400408,18,1,10:42,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Reverse Dunk (3 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=18&GameID=0021400408&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=18&GameID=0021400408&Season=2014-15&flag=1&title=Adams%20%20Reverse%20Dunk%20%283%20PTS%29%20%28Westbrook%201%20AST%29
2014-15,Regular Season,2014-12-23,0021400424,340,3,04:17,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (7 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=340&GameID=0021400424&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=340&GameID=0021400424&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%287%20PTS%29%20%28Westbrook%204%20AST%29
2014-15,Regular Season,2014-12-25,0021400428,479,4,05:18,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (13 PTS) (Westbrook 10 AST),https://www.nba.com/stats/events?GameEventID=479&GameID=0021400428&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=479&GameID=0021400428&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%2813%20PTS%29%20%28Westbrook%2010%20AST%29
2014-15,Regular Season,2015-01-05,0021400518,35,1,09:08,OKC,GSW,203500 Steven Adams,201566 Russell Westbrook,Adams  Slam Dunk (2 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=35&GameID=0021400518&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=35&GameID=0021400518&Season=2014-15&flag=1&title=Adams%20%20Slam%20Dunk%20%282%20PTS%29%20%28Westbrook%202%20AST%29
2014-15,Regular Season,2015-01-05,0021400518,408,3,05:20,OKC,GSW,203500 Steven Adams,201566 Russell Westbrook,Adams  Slam Dunk (10 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=408&GameID=0021400518&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=408&GameID=0021400518&Season=2014-15&flag=1&title=Adams%20%20Slam%20Dunk%20%2810%20PTS%29%20%28Westbrook%205%20AST%29
2014-15,Regular Season,2015-01-20,0021400623,61,1,05:09,OKC,MIA,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=61&GameID=0021400623&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=61&GameID=0021400623&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%201%20AST%29
2014-15,Regular Season,2015-01-20,0021400623,492,4,01:19,OKC,MIA,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (10 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=492&GameID=0021400623&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=492&GameID=0021400623&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%2810%20PTS%29%20%28Westbrook%206%20AST%29
2014-15,Regular Season,2015-01-28,0021400688,230,2,01:58,OKC,NYK,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (2 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=230&GameID=0021400688&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=230&GameID=0021400688&Season=2014-15&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%282%20PTS%29%20%28Westbrook%202%20AST%29
2014-15,Regular Season,2015-01-31,0021400710,271,3,10:07,OKC,MEM,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=271&GameID=0021400710&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=271&GameID=0021400710&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%203%20AST%29
2014-15,Regular Season,2015-02-02,0021400723,191,2,05:44,ORL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (4 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=191&GameID=0021400723&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=191&GameID=0021400723&Season=2014-15&flag=1&title=Adams%20Dunk%20%284%20PTS%29%20%28Westbrook%207%20AST%29
2014-15,Regular Season,2015-02-02,0021400723,236,2,01:17,ORL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (8 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=236&GameID=0021400723&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=236&GameID=0021400723&Season=2014-15&flag=1&title=Adams%20Dunk%20%288%20PTS%29%20%28Westbrook%209%20AST%29
2014-15,Regular Season,2015-02-04,0021400738,483,4,00:47,OKC,NOP,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (8 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=483&GameID=0021400738&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=483&GameID=0021400738&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%288%20PTS%29%20%28Westbrook%206%20AST%29
2014-15,Regular Season,2015-02-06,0021400755,247,3,10:38,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (7 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=247&GameID=0021400755&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=247&GameID=0021400755&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%287%20PTS%29%20%28Westbrook%207%20AST%29
2014-15,Regular Season,2015-03-18,0021401011,441,4,08:52,BOS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (12 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=441&GameID=0021401011&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=441&GameID=0021401011&Season=2014-15&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%2812%20PTS%29%20%28Westbrook%209%20AST%29
2014-15,Regular Season,2015-03-20,0021401026,327,3,06:17,ATL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (10 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=327&GameID=0021401026&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=327&GameID=0021401026&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%2810%20PTS%29%20%28Westbrook%209%20AST%29
2014-15,Regular Season,2015-03-22,0021401038,73,1,04:35,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (2 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=73&GameID=0021401038&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=73&GameID=0021401038&Season=2014-15&flag=1&title=Adams%20Dunk%20%282%20PTS%29%20%28Westbrook%206%20AST%29
2014-15,Regular Season,2015-03-22,0021401038,231,2,03:48,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (4 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=231&GameID=0021401038&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=231&GameID=0021401038&Season=2014-15&flag=1&title=Adams%20Dunk%20%284%20PTS%29%20%28Westbrook%209%20AST%29
2014-15,Regular Season,2015-03-22,0021401038,464,4,05:27,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (6 PTS) (Westbrook 15 AST),https://www.nba.com/stats/events?GameEventID=464&GameID=0021401038&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=464&GameID=0021401038&Season=2014-15&flag=1&title=Adams%20Dunk%20%286%20PTS%29%20%28Westbrook%2015%20AST%29
2014-15,Regular Season,2015-03-22,0021401038,480,4,03:32,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Dunk (10 PTS) (Westbrook 17 AST),https://www.nba.com/stats/events?GameEventID=480&GameID=0021401038&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=480&GameID=0021401038&Season=2014-15&flag=1&title=Adams%20Dunk%20%2810%20PTS%29%20%28Westbrook%2017%20AST%29
2014-15,Regular Season,2015-03-25,0021401071,21,1,08:59,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=21&GameID=0021401071&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=21&GameID=0021401071&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2014-15,Regular Season,2015-03-29,0021401100,119,1,01:57,OKC,PHX,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (4 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=119&GameID=0021401100&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=119&GameID=0021401100&Season=2014-15&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%284%20PTS%29%20%28Westbrook%203%20AST%29
2014-15,Regular Season,2015-04-01,0021401120,194,2,06:43,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=194&GameID=0021401120&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=194&GameID=0021401120&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%204%20AST%29
2014-15,Regular Season,2015-04-01,0021401120,472,4,06:43,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (6 PTS) (Westbrook 10 AST),https://www.nba.com/stats/events?GameEventID=472&GameID=0021401120&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=472&GameID=0021401120&Season=2014-15&flag=1&title=Adams%20%20Dunk%20%286%20PTS%29%20%28Westbrook%2010%20AST%29
2014-15,Regular Season,2015-04-12,0021401197,26,1,08:29,OKC,IND,203500 Steven Adams,201566 Russell Westbrook,Adams Slam Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=26&GameID=0021401197&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=26&GameID=0021401197&Season=2014-15&flag=1&title=Adams%20Slam%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2014-15,Regular Season,2015-04-15,0021401222,337,3,09:30,OKC,MIN,203500 Steven Adams,201566 Russell Westbrook,Adams  Slam Dunk (5 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=337&GameID=0021401222&Season=2014-15&flag=1,https://www.nba.com/stats/events?GameEventID=337&GameID=0021401222&Season=2014-15&flag=1&title=Adams%20%20Slam%20Dunk%20%285%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Regular Season,2015-10-30,0021500022,715,6,02:38,OKC,ORL,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (7 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=715&GameID=0021500022&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=715&GameID=0021500022&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%287%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2015-11-02,0021500049,309,3,11:00,OKC,HOU,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (2 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=309&GameID=0021500049&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=309&GameID=0021500049&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%282%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Regular Season,2015-11-04,0021500066,17,1,09:55,TOR,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=17&GameID=0021500066&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=17&GameID=0021500066&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2015-11-08,0021500097,285,2,01:30,PHX,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (5 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=285&GameID=0021500097&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=285&GameID=0021500097&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%285%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2015-11-13,0021500134,36,1,07:21,PHI,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=36&GameID=0021500134&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=36&GameID=0021500134&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2015-11-16,0021500155,236,2,02:09,OKC,MEM,203500 Steven Adams,201566 Russell Westbrook,Adams Cutting Dunk Shot (9 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=236&GameID=0021500155&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=236&GameID=0021500155&Season=2015-16&flag=1&title=Adams%20Cutting%20Dunk%20Shot%20%289%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Regular Season,2015-11-25,0021500223,64,1,05:30,BKN,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=64&GameID=0021500223&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=64&GameID=0021500223&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2015-11-25,0021500223,223,2,01:37,BKN,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=223&GameID=0021500223&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=223&GameID=0021500223&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Regular Season,2015-12-06,0021500303,42,1,06:51,SAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=42&GameID=0021500303&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=42&GameID=0021500303&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2015-12-06,0021500303,70,1,04:16,SAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=70&GameID=0021500303&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=70&GameID=0021500303&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2015-12-10,0021500331,253,3,11:33,ATL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (10 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=253&GameID=0021500331&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=253&GameID=0021500331&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2810%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2015-12-16,0021500378,44,1,07:16,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (5 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=44&GameID=0021500378&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=44&GameID=0021500378&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%285%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2015-12-17,0021500384,54,1,05:31,OKC,CLE,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (2 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=54&GameID=0021500384&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=54&GameID=0021500384&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%282%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2015-12-17,0021500384,311,3,06:58,OKC,CLE,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=311&GameID=0021500384&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=311&GameID=0021500384&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Regular Season,2015-12-19,0021500398,82,1,04:38,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (2 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=82&GameID=0021500398&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=82&GameID=0021500398&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%282%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Regular Season,2015-12-19,0021500398,235,2,03:02,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (4 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=235&GameID=0021500398&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=235&GameID=0021500398&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%284%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2015-12-19,0021500398,259,2,01:21,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=259&GameID=0021500398&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=259&GameID=0021500398&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2015-12-19,0021500398,340,3,04:56,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (10 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=340&GameID=0021500398&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=340&GameID=0021500398&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%2810%20PTS%29%20%28Westbrook%209%20AST%29
2015-16,Regular Season,2015-12-21,0021500418,447,4,05:59,OKC,LAC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=447&GameID=0021500418&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=447&GameID=0021500418&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Regular Season,2015-12-23,0021500435,191,2,05:25,OKC,LAL,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (4 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=191&GameID=0021500435&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=191&GameID=0021500435&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%284%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2016-01-02,0021500497,10,1,10:22,OKC,CHA,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=10&GameID=0021500497&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=10&GameID=0021500497&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-01-04,0021500517,366,3,05:31,SAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (11 PTS) (Westbrook 12 AST),https://www.nba.com/stats/events?GameEventID=366&GameID=0021500517&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=366&GameID=0021500517&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2811%20PTS%29%20%28Westbrook%2012%20AST%29
2015-16,Regular Season,2016-01-08,0021500549,518,4,01:21,OKC,LAL,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (8 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=518&GameID=0021500549&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=518&GameID=0021500549&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%288%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2016-01-10,0021500564,99,1,02:09,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (4 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=99&GameID=0021500564&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=99&GameID=0021500564&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%284%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Regular Season,2016-01-10,0021500564,251,2,00:42,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,Adams 1' Running Alley Oop Dunk Shot (10 PTS) (Westbrook 10 AST),https://www.nba.com/stats/events?GameEventID=251&GameID=0021500564&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=251&GameID=0021500564&Season=2015-16&flag=1&title=Adams%201%27%20Running%20Alley%20Oop%20Dunk%20Shot%20%2810%20PTS%29%20%28Westbrook%2010%20AST%29
